FILENAME: /home/users/havyrut/kktest/snowbufr/ISXD62_2022-04-03_06:00_SC_20220802063419.dat
TTAAII=ISXD62;ELGROUND=0;ELSNOW=0;ELSTAT=6;LAT=59.77909;LON=21.37479;METHODSNOW=0;STATION_NAME=Parainen Uto;STATION_TYPE=1;WMON=02981;WSI=0-20000-0-02981;DD=03;GROUND=0;HH24=06;MI=00;MM=04;OBSTIME=2022-04-03 06:00;SNOW=-1;VALUE_COUNT=8;YYYY=2022*
TTAAII=ISXD62;ELGROUND=0;ELSNOW=0;ELSTAT=96;LAT=60.49137;LON=23.76629;METHODSNOW=0;STATION_NAME=Lohja Leppakorpi;STATION_TYPE=1;WMON=/;WSI=0-246-0-100963;DD=03;GROUND=17;HH24=06;MI=00;MM=04;OBSTIME=2022-04-03 06:00;SNOW=26;VALUE_COUNT=8;YYYY=2022*
